Player,Pos,Conf_Major,NCAA_AdjTempo,NCAA_AdjOE,NCAA_AdjDE,NCAA_TeamID,NCAA_Year,NCAA_GP,NCAA_GS,NCAA_MIN_PG,NCAA_FGpct_PG,NCAA_3PM_PG,NCAA_3Ppct_PG,NCAA_FTM_PG,NCAA_FTpct_PG,NCAA_OFF_PG,NCAA_DEF_PG,NCAA_AST_PG,NCAA_STL_PG,NCAA_BLK_PG,NCAA_PF_PG,NCAA_TOV_PG,NCAA_PTS_PG,NCAA_DblDbl,NCAA_TplDbl,NCAA_HOB,NCAA_Ast_TO,NCAA_Stl_TO,NCAA_FT_FGA,NCAA_W,NCAA_L,NCAA_Winpct,NCAA_OWS,NCAA_DWS,NCAA_WS,NCAA_TSpct,NCAA_eFGpct,NCAA_USGpct,NCAA_TotalSpct,NCAA_PPR,NCAA_PPS,NCAA_ORtg,NCAA_DRtg,NCAA_PER,Height,Weight,Wingspan,NCAASeasons,AgeAtDraft,HighestLevelReached,NBA_OWS,NBA_DWS,NBA_WS,NBA_PER
Bennie-Boatwright,3,1,68.75,114.15,100.7,242,2017,19,18,27.6,0.428,2.47,0.364,3.58,0.907,1.53,3,1.68,0.42,0.37,2.11,1.58,15.11,1,0,0.226,1.07,0.27,0.37,13,6,0.684,1.91,0.38,2.29,0.606,0.545,25.8,169.89,1.66,1.43,122.1,108.9,20.85,82,220,81,3,21.88364134,Prospect,NA,NA,NA,NA
Andrew-Rowsey,1,1,69.52,119.24,105.56,68,2018,35,32,32.7,0.42,3.57,0.415,5,0.902,0.4,2.6,4.83,0.91,0.2,2.37,2.83,20.46,2,0,0.381,1.71,0.32,0.39,21,14,0.6,4.81,0.4,5.22,0.61,0.546,30.37,173.75,1.19,1.45,120.9,113.2,22.78,70,180,72.5,4,23.95345654,Prospect,NA,NA,NA,NA
Bogdan-Bliznyuk,2,2,66.54,107.3,104.63,78,2018,35,35,35.1,0.528,1.29,0.398,4.74,0.902,0.94,5.86,3.91,0.83,0.29,2.37,3.4,21.17,6,0,0.429,1.15,0.24,0.37,20,15,0.571,4.46,1.6,6.06,0.629,0.573,30.23,182.83,2.28,1.48,116.5,103.3,24.57,78,215,79.5,4,23.17043121,Prospect,NA,NA,NA,NA
Cassius-Winston,1,1,67.04,119.19,93.77,100,2018,35,34,28.1,0.507,2.14,0.497,2.31,0.9,0.2,3.17,6.89,0.66,0.06,1.97,2.49,12.63,5,0,0.387,2.77,0.26,0.32,30,5,0.857,4.28,1.7,5.98,0.681,0.64,21.01,190.38,7.68,1.57,131.3,98.8,22.05,72,185,76,2,20.25462012,Prospect,NA,NA,NA,NA
Thomas-Welsh,3,1,72.58,124.05,100.42,241,2017,32,32,25.1,0.585,0.03,1,1.31,0.894,2.19,6.47,1,0.34,1.34,2.53,0.44,10.78,9,0,0.171,2.29,0.79,0.18,27,5,0.844,2.8,1.39,4.19,0.615,0.587,17.52,247.89,0.86,1.34,134.3,98.3,22.44,84,255,84,4,22.32443532,Prospect,NA,NA,NA,NA
Devon-Hall,1,1,59.39,115.18,85.65,37,2018,34,34,32.1,0.454,1.68,0.432,2.24,0.894,0.35,3.85,3.06,0.85,0.15,1.41,1.03,11.68,0,0,0.278,2.97,0.83,0.29,31,3,0.912,3.33,2.64,5.97,0.599,0.552,19.54,177.95,3.64,1.36,124.6,91.5,19.25,77,211,81,5,22.90212183,Prospect,NA,NA,NA,NA
Jonathan-Stark,1,2,67.2,112.85,100.66,230,2018,32,32,36.4,0.451,3.44,0.399,4.16,0.893,0.38,2.28,3.94,1.34,0.19,1.75,2.44,21.41,0,0,0.399,1.62,0.55,0.3,26,6,0.812,4.75,1.79,6.55,0.611,0.563,27.92,174.22,0.53,1.4,123.7,100.7,22.55,72,180,77,4,23.02532512,Prospect,NA,NA,NA,NA
Markus-Howard,1,1,70.1,120.77,104.19,68,2017,31,26,22,0.506,2.65,0.547,1.81,0.889,0.29,1.94,2.26,0.84,0.06,2.55,2.03,13.23,0,0,0.231,1.11,0.41,0.23,18,13,0.581,2.44,0.52,2.96,0.686,0.658,26.67,194.11,2.36,1.52,120.4,108.4,21.79,71,175,72,2,19.24709103,Prospect,NA,NA,NA,NA
Kevaughn-Allen,1,1,68.99,116.95,89.45,256,2017,36,36,28.6,0.439,2.17,0.371,2.53,0.883,0.22,2.17,1.47,1.25,0.28,1.56,1.28,14.03,0,0,0.232,1.15,0.98,0.27,27,9,0.75,2.89,1.95,4.83,0.585,0.54,22.91,169.36,1.04,1.32,118.9,96.7,18.63,74,193,77,3,22.64202601,Prospect,NA,NA,NA,NA
Tyler-Nelson,1,2,70.5,102.06,106.43,165,2018,33,33,36.5,0.42,3.15,0.353,5.09,0.88,0.55,3.64,3.33,1.36,0.09,1.67,2.48,22.18,2,0,0.386,1.34,0.55,0.35,17,16,0.515,3.52,1.17,4.69,0.574,0.516,29.46,165.26,0.7,1.34,112.9,106.6,20.84,75,180,76,4,22.81177276,Prospect,NA,NA,NA,NA
Gary-Trent-Jr,1,1,69.67,122.44,93.58,31,2018,37,37,33.9,0.415,2.62,0.402,2.3,0.876,0.84,3.41,1.41,1.16,0.14,1.68,1.03,14.49,1,0,0.204,1.37,1.13,0.23,29,8,0.784,3.41,1.82,5.23,0.567,0.528,19.46,169.33,0.26,1.26,124.5,101.7,15.99,78,209,80.5,1,19.36755647,Prospect,NA,NA,NA,NA
Daryl-Macon,1,1,69.68,116.35,101.65,254,2018,35,30,30.9,0.447,2.43,0.421,4.4,0.875,0.37,2.51,3.94,1.03,0.06,1.77,1.8,16.77,0,0,0.31,2.19,0.57,0.45,23,12,0.657,4.35,0.87,5.22,0.621,0.557,24.35,174.31,2.63,1.51,126.5,108.5,21.97,75,185,78.5,2,22.50513347,Prospect,NA,NA,NA,NA
BJ-Johnson,2,2,68.94,104.86,103.8,20,2018,27,27,35.2,0.446,1.74,0.359,4.67,0.869,2.11,6.22,0.74,1.3,0.7,2.11,2.52,20.78,7,0,0.318,0.29,0.51,0.33,12,15,0.444,2.18,1.45,3.63,0.557,0.5,31.08,167.37,5.86,1.29,107.6,100.9,22.37,79,200,81.5,4,22.44490075,Prospect,NA,NA,NA,NA
Shizz-Alston,1,2,67.11,108.28,104.35,27,2017,32,32,36.4,0.408,2.09,0.345,2.06,0.868,0.62,3,4.09,1.66,0.38,2.5,1.5,13.91,0,0,0.355,2.73,1.1,0.2,16,16,0.5,2.53,1.31,3.84,0.532,0.496,20.57,162.22,3.47,1.16,113.1,104.6,16.71,76,180,77,3,21.69199179,Prospect,NA,NA,NA,NA
Joel-Berry,1,1,70.54,124.43,94.61,2,2016,40,39,30.7,0.444,1.7,0.382,2.27,0.867,0.62,2.7,3.75,1.45,0.23,2.23,1.52,12.78,1,0,0.264,2.46,0.95,0.27,33,7,0.825,3.72,1.76,5.48,0.573,0.53,19.51,169.31,3.15,1.29,124.3,101.5,18.37,72,195,75.25,4,23.16769336,Prospect,NA,NA,NA,NA
Marcus-Derrickson,3,1,70.46,109.72,102.28,66,2018,29,29,32,0.505,1.62,0.465,3.9,0.863,2.31,5.76,1.59,0.69,0.66,2.41,2.17,15.86,7,0,0.253,0.73,0.32,0.44,15,14,0.517,2.82,1.32,4.14,0.64,0.584,22.12,183.3,3.41,1.55,121.4,101.9,20.48,79,250,85,3,22.32991102,Prospect,NA,NA,NA,NA
Matt-Mobley,1,2,68.76,109.03,101.8,26,2017,32,31,38.3,0.42,2.69,0.379,4.84,0.861,0.5,5.34,2.56,1.56,0.31,2.44,2.31,18.53,3,0,0.313,1.11,0.68,0.43,20,12,0.625,3.37,1.78,5.15,0.588,0.523,23.05,166,1.56,1.42,117.5,101.2,18.86,75,185,78.5,4,23.74811773,Prospect,NA,NA,NA,NA
Trae-Young,1,1,75.48,114.61,100.45,4,2018,32,32,35.4,0.423,3.69,0.361,7.38,0.861,0.44,3.47,8.69,1.69,0.25,1.78,5.22,27.38,11,0,0.565,1.66,0.32,0.44,18,14,0.562,4.85,1.08,5.93,0.586,0.519,37.15,164.52,1.48,1.42,114.7,106.9,26.86,74,180,76,1,19.69883641,Prospect,NA,NA,NA,NA
Jevon-Carter,1,1,69.19,119.37,96.93,77,2018,38,38,34.3,0.422,2.03,0.393,3.55,0.86,0.76,3.87,6.66,2.97,0.34,2.95,2.61,16.89,4,0,0.436,2.56,1.14,0.31,27,11,0.711,4.54,2.93,7.47,0.55,0.498,24.66,167.51,5.29,1.26,120,93.3,23.59,74,205,75,4,22.71321013,Prospect,NA,NA,NA,NA
Shamorie-Ponds,1,1,69.35,106.48,96.17,75,2018,30,30,37,0.42,1.57,0.253,5,0.857,1.2,3.83,4.73,2.33,0.1,1.77,2.73,21.57,1,0,0.463,1.73,0.85,0.33,15,15,0.5,2.7,1.69,4.39,0.523,0.464,31.53,152.96,1.12,1.21,107.4,100.9,22.49,73,175,75,2,19.92334018,Prospect,NA,NA,NA,NA
Jeff-Roberson,2,1,65.8,115.26,107.33,264,2018,32,31,34.4,0.478,1.94,0.405,4.75,0.854,1.91,5.22,1.53,0.88,0.34,2.84,1.53,16.94,8,0,0.275,1,0.57,0.52,12,20,0.375,4.32,0.74,5.06,0.634,0.569,22.69,173.73,1.56,1.58,129,109.9,22.39,78,220,82.5,4,21.77960301,Prospect,NA,NA,NA,NA
Dikymbe-Martin,1,2,68.26,94.5,103.67,114,2018,25,22,31.4,0.422,1.24,0.408,3.04,0.854,0.56,3,2.84,1.2,0,2.24,2.72,13.56,1,0,0.318,1.04,0.44,0.32,8,17,0.32,0.81,1.25,2.05,0.534,0.478,24.24,168.36,2.62,1.23,100.1,100.2,13.92,73,170,76,2,20.36960986,Prospect,NA,NA,NA,NA
Peyton-Aldridge,2,2,64.47,116.99,102.29,269,2018,33,33,37.7,0.479,2.33,0.381,3.64,0.851,1.39,6.21,2.48,0.39,0.61,1.55,1.21,21.24,7,0,0.372,2.05,0.33,0.27,21,12,0.636,4.88,1.62,6.5,0.591,0.552,28.19,171.13,1.26,1.33,122.2,103.2,24.22,80,225,82,4,22.55715264,Prospect,NA,NA,NA,NA
Mikal-Bridges,2,1,68.72,127.76,94,76,2018,40,40,32.1,0.514,2.6,0.435,2.85,0.851,1.35,3.92,1.93,1.52,1.07,2.15,1.35,17.65,2,0,0.263,1.43,1.13,0.28,36,4,0.9,5.52,2.4,7.92,0.655,0.623,23.21,179.96,0.21,1.49,132.7,97.4,25.27,78,210,86,4,21.7522245,Prospect,NA,NA,NA,NA
Josh-Langford,1,1,67.04,119.19,93.77,100,2018,35,35,27,0.429,1.26,0.404,1.77,0.849,0.8,2.2,1.54,0.37,0.09,2.37,1.49,11.71,0,0,0.208,1.04,0.25,0.21,30,5,0.857,1.72,1.39,3.11,0.527,0.492,23.42,168.24,1.74,1.16,109.1,101.5,12.56,77,210,79.5,2,21.3744011,Prospect,NA,NA,NA,NA
Trevon-Bluiett,2,1,70.53,120.1,98.59,28,2018,35,34,34.3,0.437,3,0.417,4.77,0.848,0.83,4.69,2.49,0.74,0.26,2.17,2,19.31,1,0,0.286,1.24,0.37,0.43,29,6,0.829,4.16,1.42,5.57,0.608,0.551,25.45,170.16,0.97,1.46,122,104.5,20.34,78,198,78.5,4,23.57289528,Prospect,NA,NA,NA,NA
Shake-Milton,1,2,64.32,109.5,100.89,303,2018,22,22,36.4,0.449,2.55,0.434,4.27,0.847,0.64,4.05,4.36,1.41,0.64,1.73,2.27,18,0,0,0.382,1.92,0.62,0.41,15,7,0.682,3.07,1.55,4.62,0.606,0.551,24.85,172.99,1.9,1.45,123.7,96,22.44,78,205,83.5,3,21.67830253,Prospect,NA,NA,NA,NA
Kelan-Martin,2,1,67.58,116.25,97.2,145,2018,35,35,35.7,0.447,2.71,0.364,3.71,0.844,0.94,5.31,2,0.74,0.46,1.91,2.4,21.23,5,0,0.323,0.83,0.31,0.27,21,14,0.6,3.47,1.59,5.07,0.569,0.528,30,165.47,3.01,1.28,111.9,103.5,21.12,79,220,87,4,22.82819986,Prospect,NA,NA,NA,NA
Scottie-Lindsey,1,1,65.57,111.31,95.5,102,2017,32,32,30.6,0.424,1.81,0.322,2.12,0.84,0.53,3.28,2.28,0.94,0.28,2.28,1.38,14.12,0,0,0.286,1.66,0.68,0.21,23,9,0.719,2.14,1.65,3.79,0.535,0.5,24.63,158.62,0.5,1.18,110.8,98.8,17.11,77,210,84,4,22.03148528,Prospect,NA,NA,NA,NA
Tyus-Battle,1,1,62.91,107.03,92.21,382,2018,37,37,38.9,0.399,2.08,0.322,4.51,0.839,0.46,2.46,2.05,1.46,0.19,2,2.35,19.24,0,0,0.373,0.87,0.62,0.34,23,14,0.622,3.1,1.97,5.07,0.523,0.465,28.14,156.07,2.75,1.22,108.5,102.6,16.9,78,205,80,2,20.68720055,Prospect,NA,NA,NA,NA
Kendrick-Nunn,1,2,70.29,107.44,107.67,313,2018,30,26,37.9,0.435,4.47,0.394,3.97,0.838,0.9,3.83,3.77,1.5,0.37,2.23,2.93,25.9,0,0,0.474,1.28,0.51,0.24,16,14,0.533,3.66,1.06,4.72,0.58,0.547,32.59,166.74,1.09,1.29,113.2,107,22.81,75,193,79,4,22.82819986,Prospect,NA,NA,NA,NA
Hayden-Dalton,3,2,73.48,105.61,100.62,214,2018,33,33,33.3,0.458,2.58,0.403,3.61,0.838,1.39,6.45,2.61,0.94,0.48,2.73,2.48,17.7,8,0,0.316,1.05,0.38,0.34,20,13,0.606,2.66,1.68,4.34,0.605,0.56,25.21,169.87,2.1,1.41,111.8,100.8,19.77,80,195,83,3,21.94661191,Prospect,NA,NA,NA,NA
Tra-Holder,1,1,71.32,116.72,102.59,236,2018,32,32,35.1,0.407,2.16,0.369,4.97,0.837,0.94,3.25,3.44,1.31,0.03,2,2.44,18.19,1,0,0.323,1.41,0.54,0.44,20,12,0.625,2.97,1.29,4.25,0.554,0.486,26.24,161.27,0.4,1.34,112.9,104.9,18.32,73,180,73,4,22.67761807,Prospect,NA,NA,NA,NA
Grayson-Allen,1,1,67.68,121.87,100,31,2016,36,35,36.6,0.466,2.5,0.417,5.86,0.837,0.67,3.92,3.53,1.31,0.14,2.72,2,21.64,2,0,0.372,1.76,0.65,0.49,25,11,0.694,6.1,1.27,7.37,0.616,0.554,26.75,171.99,0.98,1.52,128.8,106.4,24.73,77,202,78.5,4,22.64750171,Prospect,NA,NA,NA,NA
Malik-Newman,1,1,68.76,120.85,97.36,54,2018,39,33,31.6,0.463,2.18,0.415,2.46,0.835,0.51,4.51,2.1,1.08,0.15,1.56,1.46,14.18,1,0,0.23,1.44,0.74,0.29,31,8,0.795,3.36,1.71,5.07,0.606,0.568,20.84,171.21,0.19,1.38,120.4,102.4,18.34,75,190,77.75,2,21.27310062,Prospect,NA,NA,NA,NA
Vince-Edwards,2,1,67.15,122.7,96.43,105,2018,35,35,31.6,0.476,1.46,0.398,2.86,0.833,2.03,5.37,2.89,0.51,0.6,1.77,2.03,14.6,8,0,0.287,1.42,0.25,0.32,28,7,0.8,3.5,2.22,5.72,0.587,0.544,23.8,170.8,0.34,1.35,118.9,95.9,20.75,80,225,84,4,22.15468857,Prospect,NA,NA,NA,NA
Thomas-Wilder,1,2,67.86,107.13,106.77,185,2017,32,32,31.7,0.458,1.97,0.444,4.97,0.832,0.44,3.84,3.78,1.31,0.38,2.44,2,19.25,1,0,0.368,1.89,0.66,0.44,16,16,0.5,4.16,1.1,5.26,0.591,0.531,28.05,173.43,1.63,1.43,122.5,105,24.76,75,190,80,4,23.04996578,Prospect,NA,NA,NA,NA
Aaron-Holiday,1,1,70.35,114.95,101.43,241,2018,33,33,37.7,0.461,2.67,0.429,4.82,0.828,0.52,3.15,5.82,1.27,0.24,2.64,3.79,20.33,2,0,0.436,1.54,0.34,0.42,21,12,0.636,3.89,1.18,5.07,0.609,0.557,26.64,171.83,0.24,1.46,115.4,106.9,19.98,73,185,78,3,21.66735113,Prospect,NA,NA,NA,NA
Bryant-Crawford,1,1,70.68,120.93,104.68,39,2017,33,33,31.8,0.438,1.64,0.346,4.3,0.826,0.33,3.48,5.52,1.48,0.27,2.82,2.3,16.18,2,0,0.38,2.39,0.64,0.45,19,14,0.576,3.61,0.77,4.39,0.571,0.508,25.13,160.96,4.21,1.38,119.1,108.7,21.28,75,200,79,3,21.19644079,Prospect,NA,NA,NA,NA
Dakota-Mathias,1,1,67.15,122.7,96.43,105,2018,37,36,31.4,0.472,2.59,0.466,1.27,0.825,0.14,3.92,3.95,1.24,0.24,1.73,1.46,12.03,0,0,0.288,2.7,0.85,0.18,30,7,0.811,3.52,2.23,5.75,0.641,0.622,17.99,176.25,3.84,1.39,126.7,96.8,18.85,76,200,78,4,22.89117043,Prospect,NA,NA,NA,NA
Mike-Daum,2,2,68.27,111.42,101.85,315,2016,34,3,20.8,0.553,0.85,0.446,4.26,0.824,2.09,4,0.79,0.5,0.32,2.09,1.65,15.24,2,0,0.227,0.48,0.3,0.57,26,8,0.765,3.94,1.34,5.28,0.656,0.6,31.9,182.31,5.44,1.67,129,96.7,32.5,81,250,88,4,22.58726899,Prospect,NA,NA,NA,NA
Carsen-Edwards,1,1,67.15,122.7,96.43,105,2018,37,36,29.5,0.458,2.62,0.406,3.54,0.824,0.35,3.49,2.81,1.14,0.22,1.76,1.73,18.54,0,0,0.322,1.62,0.66,0.32,30,7,0.811,4.23,2.05,6.28,0.596,0.555,30.51,168.78,0.5,1.37,119.7,97.2,24.29,72,190,77,2,20.22176591,Prospect,NA,NA,NA,NA
Shai-Gilgeous-Alexander,1,1,68.76,115.81,95.36,258,2018,37,24,33.7,0.485,0.62,0.404,3.86,0.822,0.89,3.24,5.11,1.65,0.49,1.68,2.68,14.38,1,0,0.373,1.91,0.62,0.46,26,11,0.703,3.49,1.91,5.4,0.579,0.516,21.89,171.08,2.17,1.41,117,100.8,20.12,78,182,84,1,19.88774812,Prospect,NA,NA,NA,NA
Jaylen-Adams,1,2,68.76,109.03,101.8,26,2017,30,30,37.4,0.419,2.57,0.356,6.87,0.821,0.6,3.13,6.5,2.07,0.17,2.8,3.43,20.63,4,0,0.464,1.89,0.6,0.63,19,11,0.633,4.25,1.5,5.76,0.595,0.515,26.94,159.62,2.37,1.54,119.9,102.4,23.03,74,190,76,4,22.0752909,Prospect,NA,NA,NA,NA
Josh-Okogie,2,1,66.11,103.58,98.68,33,2018,24,24,36.4,0.416,1.58,0.38,5.54,0.821,2.25,4,2.46,1.75,0.96,2.92,2.54,18.21,2,0,0.33,0.97,0.69,0.51,9,15,0.375,2.28,1.15,3.42,0.55,0.475,27,161.66,2.6,1.37,111.8,103.1,21.22,76,213,84,2,19.74811773,Prospect,NA,NA,NA,NA
Jared-Terrell,1,2,68.35,111.13,97.2,22,2018,34,34,33.2,0.427,2.21,0.414,3.38,0.821,0.94,2.56,2.35,1.47,0.21,2.29,1.74,16.82,0,0,0.284,1.36,0.85,0.31,26,8,0.765,2.95,1.8,4.75,0.557,0.511,25.21,166.31,0.51,1.28,114.2,100.2,18.75,75,215,78,4,23.3045859,Prospect,NA,NA,NA,NA
VJ-King,2,1,67.94,117.24,91.73,67,2017,33,7,13.5,0.432,0.48,0.421,1.39,0.821,0.52,1.55,0.48,0.21,0.09,0.76,0.67,5.52,0,0,0.083,0.73,0.32,0.4,24,9,0.727,0.95,0.75,1.71,0.55,0.489,20.66,167.41,2.6,1.31,114.1,98.7,15.08,78,190,81.5,2,21.35523614,Prospect,NA,NA,NA,NA
Chris-Cokley,2,2,67.67,109.6,103.28,306,2018,32,29,27.2,0.582,0,0,3.25,0.819,3.12,5.53,1.53,0.56,0.41,1.62,1.47,16.94,14,0,0.292,1.04,0.38,0.34,19,13,0.594,3.99,1.49,5.49,0.621,0.582,27.88,140.13,1.66,1.44,127.2,98.9,28.84,80,238,83,4,21.84531143,Prospect,NA,NA,NA,NA
Theo-Pinson,1,1,71.23,120.34,96.75,2,2018,37,37,29.7,0.473,0.32,0.226,2.92,0.818,1.49,5,5.05,1.08,0.54,2.27,2.41,10.27,7,0,0.287,2.1,0.45,0.48,26,11,0.703,2.58,1.73,4.31,0.563,0.495,18.09,151.73,3.16,1.38,116,100.4,17.94,78,220,83,4,22.57084189,Prospect,NA,NA,NA,NA
Keenan-Evans,1,1,66.72,113.34,90.75,62,2018,36,35,29.5,0.471,1.33,0.32,5.47,0.817,0.31,2.72,3.17,1.14,0.31,1.81,1.94,17.58,0,0,0.328,1.63,0.59,0.58,27,9,0.75,4.3,2.17,6.47,0.601,0.529,28.45,160.83,0.58,1.54,122.6,95.5,23.84,75,190,77,4,21.77138946,Prospect,NA,NA,NA,NA
Matt-Farrell,1,1,65.39,114.89,99.1,69,2018,31,31,35.8,0.41,3.16,0.377,2.29,0.816,0.19,2.23,5.45,1.03,0.06,1.48,2.39,16.29,1,0,0.402,2.28,0.43,0.21,20,11,0.645,2.98,1.17,4.16,0.559,0.529,24.65,160.28,3.63,1.23,114.1,105.8,17.78,73,175,76,4,23.21423682,Prospect,NA,NA,NA,NA
Rob-Gray,1,2,65.37,113.51,99.9,299,2017,32,30,32,0.476,2.03,0.387,3.44,0.815,1.03,2.69,2.91,1.19,0.16,1.91,2.25,20.41,0,0,0.388,1.29,0.53,0.27,21,11,0.656,3.93,1.69,5.62,0.577,0.541,32.17,167.78,1.03,1.3,116.8,99.2,24.96,73,185,76,3,24.1615332,Prospect,NA,NA,NA,NA
Allonzo-Trier,1,1,66.02,118.39,95.08,235,2017,18,13,31.9,0.46,1.89,0.391,5.22,0.81,0.28,5.06,2.67,0.39,0.11,1.78,1.72,17.22,0,0,0.288,1.55,0.23,0.59,15,3,0.833,2.31,0.54,2.85,0.612,0.545,25.81,166.07,0.18,1.57,125.6,106.6,22.39,77,205,78,3,22.37097878,Prospect,NA,NA,NA,NA
Chris-Chiozza,1,1,67.13,114.49,95.53,256,2018,34,32,32,0.417,1.12,0.349,2.24,0.809,0.53,3.79,6.12,1.91,0.12,2.15,1.79,11.06,2,0,0.38,3.41,1.07,0.3,21,13,0.618,2.73,1.91,4.64,0.524,0.478,19.51,157.43,7.3,1.2,116.2,98.4,19.03,72,175,73.5,4,22.52703628,Prospect,NA,NA,NA,NA
Quade-Green,1,1,68.76,115.81,95.36,258,2018,34,13,25.6,0.451,1.21,0.376,1.24,0.808,0.38,1.38,2.68,0.32,0,1.62,1.62,9.26,0,0,0.223,1.65,0.2,0.2,24,10,0.706,1.6,0.74,2.34,0.559,0.531,18.81,163.52,0.65,1.23,112,107.9,12.32,72,180,73.25,1,20.05475702,Prospect,NA,NA,NA,NA
Jeffrey-Carroll,2,1,70.38,125.99,103.51,59,2017,33,21,29.1,0.537,1.79,0.444,3.67,0.807,1.94,4.64,1.21,0.88,0.15,1.94,1.58,17.45,3,0,0.249,0.77,0.56,0.41,20,13,0.606,4.33,0.77,5.1,0.654,0.617,23.7,178.69,2.54,1.56,133.4,108,25.04,78,220,79.5,5,23.56741958,Prospect,NA,NA,NA,NA
Chaundee-Brown,2,1,69.49,110.93,102.99,39,2018,30,29,20.9,0.411,0.9,0.342,0.83,0.806,0.9,2.13,1.13,0.23,0.17,1.4,1.23,7.6,0,0,0.16,0.92,0.19,0.14,10,20,0.333,0.51,0.36,0.87,0.498,0.474,21,155.94,2.29,1.07,99.4,110.9,11.13,77,210,80,1,19.49075975,Prospect,NA,NA,NA,NA
Milik-Yarbrough,2,2,68.86,105.68,103.29,201,2018,32,28,28,0.453,0.97,0.29,4.88,0.804,1.44,5.12,4.75,0.94,0.66,2.66,3.94,16.59,6,0,0.415,1.21,0.24,0.51,17,15,0.531,2.11,1.35,3.47,0.562,0.493,33.94,154.65,2.79,1.4,105.1,101,22.77,78,230,86,3,22.58726899,Prospect,NA,NA,NA,NA
Max-Strus,1,1,69.77,104.51,97.47,65,2018,31,31,35.6,0.408,2.61,0.333,3.16,0.803,1.55,4.1,2.74,1.29,0.52,2.9,2.65,16.81,2,0,0.313,1.04,0.49,0.29,11,20,0.355,2.07,1.39,3.46,0.546,0.505,24.13,154.47,2.25,1.24,108,103.7,16.5,78,215,82,1,22.17659138,Prospect,NA,NA,NA,NA
Mustapha-Heron,2,1,72.58,115.44,96.74,255,2018,32,32,28.6,0.439,1.34,0.331,4.34,0.803,1.28,4.03,0.94,1.19,0.06,2.56,2.06,16.44,2,0,0.237,0.45,0.58,0.44,24,8,0.75,2.13,1.47,3.6,0.555,0.494,27.55,157.3,4.77,1.34,110.2,100,18.58,77,218,80,2,20.46817248,Prospect,NA,NA,NA,NA
Jalen-Brunson,1,1,68.72,127.76,94,76,2018,40,40,31.8,0.521,2.15,0.408,3.25,0.802,0.3,2.75,4.6,0.93,0.03,1.95,1.77,18.9,0,0,0.372,2.59,0.52,0.31,36,4,0.9,6.21,1.67,7.87,0.635,0.604,26.37,173.13,4.06,1.46,131,103.2,24.67,74,200,75.5,3,21.74948665,Prospect,NA,NA,NA,NA
Yante-Maten,3,1,64.4,107.52,95.88,257,2018,33,33,34.3,0.464,0.88,0.341,5.85,0.801,3.52,5.06,1.55,0.45,1.48,2.18,2.03,19.27,14,0,0.336,0.76,0.22,0.54,18,15,0.545,4.33,1.83,6.15,0.567,0.497,28.68,160.61,3.12,1.43,120.2,100,25.49,80,243,85,4,21.79603012,Prospect,NA,NA,NA,NA
Shannon-Evans,1,2,68.35,111.3,99.43,176,2015,33,33,34.5,0.413,2,0.382,3.48,0.799,0.45,2.7,4.64,1.7,0.3,2.09,2.55,15.36,2,1,0.378,1.82,0.67,0.36,23,10,0.697,2.91,1.53,4.44,0.547,0.496,23.57,159.28,1.5,1.28,111.8,100.8,18.59,73,172,76,4,23.86858316,Prospect,NA,NA,NA,NA
Tony-Carr,1,1,67.32,114.3,95.11,104,2018,37,37,35.3,0.408,2.38,0.433,3.97,0.799,0.89,4.05,5.03,0.81,0.3,1.84,2.3,19.59,1,0,0.43,2.19,0.35,0.31,24,13,0.649,4.26,1.86,6.12,0.527,0.482,30.05,164.07,3.08,1.21,114.3,101.9,21.33,77,204,80,2,20.63791923,Prospect,NA,NA,NA,NA
